K_Global Matrix
78.461538	78.461538	-66.153846	-66.153846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.000000	25.000000	-39.230769	-39.230769	1.923077	1.923077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
78.461538	78.461538	-66.153846	-66.153846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.000000	25.000000	-39.230769	-39.230769	1.923077	1.923077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-66.153846	-66.153846	199.615384	199.615384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-58.653846	-58.653846	-39.230769	-39.230769	-35.576923	-35.576923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-66.153846	-66.153846	199.615384	199.615384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-58.653846	-58.653846	-39.230769	-39.230769	-35.576923	-35.576923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	191.923076	191.923076	-105.192307	-105.192307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-55.000000	-55.000000	-31.730769	-31.730769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	191.923076	191.923076	-105.192307	-105.192307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-55.000000	-55.000000	-31.730769	-31.730769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	-105.192307	-105.192307	160.384614	160.384614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-23.461538	-23.461538	-31.730769	-31.730769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	-105.192307	-105.192307	160.384614	160.384614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-23.461538	-23.461538	-31.730769	-31.730769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	191.923076	191.923076	-39.230769	-39.230769	-84.615384	-84.615384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.846154	-3.846154	-64.230769	-64.230769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	191.923076	191.923076	-39.230769	-39.230769	-84.615384	-84.615384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.846154	-3.846154	-64.230769	-64.230769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
25.000000	25.000000	-58.653846	-58.653846	0.000000	0.000000	0.000000	0.000000	-39.230769	-39.230769	141.923076	141.923076	0.000000	0.000000	-29.807692	-29.807692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-39.230769	-39.230769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
25.000000	25.000000	-58.653846	-58.653846	0.000000	0.000000	0.000000	0.000000	-39.230769	-39.230769	141.923076	141.923076	0.000000	0.000000	-29.807692	-29.807692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-39.230769	-39.230769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
